amazon_asin,keepa_title,keepa_brand,amazon_price,new_3p_price,buy_box_price,list_price,amazon_price_history_points,new_3p_price_history_points,list_price_history_points,amazon_price_90d_min,amazon_price_90d_avg,amazon_price_90d_max,new_3p_price_90d_min,new_3p_price_90d_avg,new_3p_price_90d_max,list_price_90d_min,list_price_90d_avg,list_price_90d_max
B0D8RYJYB8,"Panasonic W95 Series 65-inch Mini LED 4K Ultra HD Smart Fire TV, Sport Stadium Mode, ATSC3.0, Dolby Vision IQ, Dolby Atmos, HDR10+ Adaptive, Press and Ask Alexa, 144Hz, Wall-mountable - 65W95AP",Panasonic,,,,,134.0,111.0,273.0,,,,797.99,797.99,797.99,797.99,797.99,797.99
B0D8S12Q54,"Panasonic W95 Series 75-inch Mini LED 4K Ultra HD Smart Fire TV, Sport Stadium Mode, ATSC3.0, Dolby Vision IQ, Dolby Atmos, HDR10+ Adaptive, Press and Ask Alexa, 144Hz, Wall-mountable - 75W95AP",Panasonic,,,,,517.0,292.0,474.0,,,,897.99,897.99,897.99,897.99,897.99,897.99
B0D8S8SR5R,"Panasonic W95 Series (2024 Model) 85-inch Mini LED 4K Ultra HD Smart Fire TV, Local Dimming, 144Hz Refresh Rate - 85W95AP",Panasonic,,1416.5,,1416.5,128.0,131.0,223.0,,,,1416.5,1429.3542857142857,1442.27,1416.5,1422.915,1429.33
B0D8S669CY,"Panasonic Z85 Series (2024 Model) 65-inch OLED 4K Ultra HD Smart Fire TV, Dolby Vision IQ, HDR10+ Adaptive, 120Hz Refresh Rate - 65Z85AP",Panasonic,,,,,475.0,165.0,523.0,,,,846.99,1047.69,1147.99,997.99,1097.99,1147.99
B0D8S2D1CZ,"Panasonic Z95 Series (2024 Model) 65-inch OLED 4K Ultra HD Smart Fire TV, Dolby Vision IQ, HDR10+ Adaptive, 144Hz Refresh Rate and Hands-Free Alexa - 65Z95AP",Panasonic,1597.99,1327.99,,1327.99,940.0,496.0,1122.0,1597.99,1694.7491666666665,1699.0,1199.0,1610.6078888888885,1714.97,1299.0,1618.0687012987016,1699.0
B0DCWTT39N,,,,,,,,,,,,,,,,,,
B0D2PMNRBW,"Hisense 85-Inch Class U9 Series Mini-LED ULED 4K UHD Google Smart TV (85U9N) - QLED, Native 144Hz, Full Array Local Dimming, Game Mode Pro, Alexa Compatibility, 480 Motion Rate",Hisense,,,,,311.0,324.0,663.0,,,,,,,,,
B0C7SRHGXF,"Amazon Ember 55"" Mini-LED Series with Fire TV (newest model), QLED 4K UHD smart TV, Dolby Vision IQ, 144hz gaming mode, Ambient Experience, hands-free with Alexa",Amazon,819.99,819.99,,819.99,51.0,239.0,376.0,719.99,777.132857142857,819.99,719.99,769.9899999999999,819.99,719.99,769.9899999999999,819.99
B0C1TQYNWX,"Amazon Ember 65"" Mini-LED Series with Fire TV (newest model), QLED 4K UHD smart TV, Dolby Vision IQ, 144hz gaming mode, Ambient Experience, hands-free with Alexa",Amazon,1089.99,1089.99,,1089.99,35.0,196.0,321.0,919.99,1009.9899999999999,1089.99,919.99,1018.3233333333333,1089.99,919.99,1021.99,1089.99
B0C7SH9FN2,"Amazon Ember 75"" Mini-LED Series with Fire TV (newest model), QLED 4K UHD smart TV, Dolby Vision IQ, 144hz gaming mode, Ambient Experience, hands-free with Alexa",Amazon,1499.99,1499.99,,1499.99,42.0,195.0,313.0,1249.99,1409.9869999999999,1499.99,1249.99,1409.9869999999999,1499.99,1249.99,1381.23875,1499.99
B0C7S8Z4C1,"Amazon Ember 85"" Mini-LED Series with Fire TV (newest model), QLED 4K UHD smart TV, Dolby Vision IQ, 144hz gaming mode, Ambient Experience, hands-free with Alexa",Amazon,2099.99,2099.99,,2099.99,26.0,26.0,57.0,1769.99,1989.9899999999998,2099.99,1769.99,1989.9899999999998,2099.99,1769.99,1769.99,1769.99
B0F2JLGW8H,,,,,,,,,,,,,,,,,,
B0F2JLYVDD,,,,,,,1.0,1.0,,,,,,,,,,
B0DWHFN3WK,,,,,,,1.0,1.0,,,,,,,,,,
B0DXMY6KV8,"Samsung 55-Inch Class QLED Q7F Series Samsung Vision AI Smart TV (2025 Model, 55Q7F) Quantum HDR, Object Tracking Sound Lite, Q4 AI Gen1 Processor, 4K upscaling, Gaming Hub, Alexa Built-in",Samsung,347.99,344.42,,347.99,42.0,119.0,355.0,347.99,361.6566666666667,397.99,344.42,383.76344827586206,397.99,347.99,348.9900000000001,377.99
B0DXMT6CJP,"Samsung 65-Inch Class QLED Q7F Series Samsung Vision AI Smart TV (2025 Model, 65Q7F) Quantum HDR, Object Tracking Sound Lite, Q4 AI Gen1 Processor, 4K upscaling, Gaming Hub, Alexa Built-in",Samsung,427.99,419.95,,427.99,65.0,207.0,354.0,427.99,461.9899999999999,497.99,419.95,469.3860000000001,497.99,429.99,454.9899999999999,497.99
B0DXMT5L8D,"Samsung 75-Inch Class QLED Q7F Series Samsung Vision AI Smart TV (2025 Model, 75Q7F) Quantum HDR, Object Tracking Sound Lite, Q4 AI Gen1 Processor, 4K upscaling, Gaming Hub, Alexa Built-in",Samsung,567.99,564.42,,567.99,332.0,577.0,856.0,567.99,634.9130769230768,697.99,547.95,660.9246511627907,697.99,567.99,601.2636,697.99
B0F8DSGCCD,,,,,,,,,,,,,,,,,,
B0F7J16S9S,,,,,,,1.0,1.0,,,,,,,,,,
B0F8F112P6,,,,,,,,,,,,,,,,,,
B0F8DNLBSM,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DWB273,,,,,,,,,,,,,,,,,,
B0F7J14C5Q,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DW8D69,,,,,,,1.0,1.0,,,,,,,,,,
B0DXMZRG1Q,"Samsung 65-Inch Class OLED 4K S85F Series, Vision AI Smart TV (2025 Model, 65S85F) Object Tracking Sound Lite w/Dolby Atmos, NQ4 AI Gen2 Processor, Contour Design, Color Booster Pro, Alexa Built-in",Samsung,1197.99,1197.99,,1197.99,62.0,496.0,787.0,1197.99,1218.3899999999999,1297.99,999.99,1121.7370833333334,1197.99,999.99,1093.6064383561645,1297.99
B0DXN7QNF1,"Samsung 55-Inch Class OLED S95F 4K Glare Free Smart TV (2025 Model) NQ4 AI Gen3 Processor, HDR Pro, Motion Xcelerator 164Hz, Dolby Atmos, Samsung Vision AI, Alexa Built-in",Samsung,1599.99,1597.99,,1599.99,41.0,144.0,450.0,1599.99,1880.5354545454547,1997.99,1547.95,1774.6343333333327,1947.99,1567.95,1646.1426582278484,1899.99
B0DXN1BYQM,"Samsung 77-Inch Class OLED S95F 4K Glare Free Smart TV (2025 Model) NQ4 AI Gen3 Processor, HDR Pro, Motion Xcelerator 164Hz, Dolby Atmos, Samsung Vision AI, Alexa Built-in",Samsung,3099.99,3047.99,,3099.99,48.0,205.0,831.0,2999.99,3318.7899999999995,3697.99,2947.99,3296.5809090909092,3497.99,2999.99,3473.8770967741916,3697.99
B0F5QVK3TR,,,,,,,1.0,1.0,,,,,,,,,,
B0F5QQH44H,,,,,,,,,,,,,,,,,,
B0DXN1BFQ4,"Samsung 48-Inch Class S90F Smart TV (2025 Model, 48S90F), NQ4 Gen3 Processor, Upscaling Pro, HDR+, Motion Xcelerator 144Hz, Vision, Alexa Built-in",Samsung,997.99,967.99,,997.99,41.0,162.0,190.0,997.99,1037.99,1097.99,947.99,982.9185714285713,1047.99,997.99,997.99,997.99
B0DWTD3WF8,,,,,,,1.0,1.0,,,,,,,,,,
B0DYK871WY,"Sony BRAVIA 5 85 Inch TV, Mini LED, 4K Smart Google TV, XR Processor with AI Technology,120hz Television with Dolby Vision/Atmos, Exclusive Features for PlayStation®5, K-85XR50",Sony,1998.0,1998.0,,1998.0,121.0,141.0,294.0,1798.0,2180.7227272727273,2399.99,1798.0,1998.398,2398.0,1799.99,2274.2437499999996,2399.99
B0DYK7MWJ1,"Sony BRAVIA 5 98 Inch TV, Mini LED, 4K Smart Google TV, XR Processor with AI Technology,120hz Television with Dolby Vision/Atmos, Exclusive Features for PlayStation®5, K-98XR50",Sony,4498.0,4498.0,,4498.0,99.0,142.0,295.0,3998.0,4499.393,4999.99,3998.0,4398.397999999999,4998.0,3999.99,4607.0417391304345,4998.0
B0DYRL2984,"Hisense 43"" Class QD6 Series (43QD6QF, 2025 Model) QLED 4K UHD Smart Fire TV, Voice Remote with Alexa, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, MEMC, VRR, ALLM",Hisense,179.99,179.99,,179.99,79.0,338.0,478.0,179.99,219.99,299.99,179.99,245.21528089887641,265.97,179.99,245.1405405405405,299.99
B0DYS29P6M,"Hisense 55"" Class QD6 Series (55QD6QF, 2025 Model) QLED 4K UHD Smart Fire TV, Voice Remote with Alexa, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, MEMC, VRR, ALLM",Hisense,,340.0,,,377.0,200.0,577.0,259.99,259.99,259.99,259.99,337.65923076923076,344.98,,,
B0DYRDKGSM,"Hisense 65-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (65QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,,,,72.0,147.0,181.0,299.99,379.93625,453.33,299.99,437.3172727272727,545.0,453.33,453.33,453.33
B0DYRPHL6N,"Hisense 75-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (75QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,,,,76.0,76.0,118.0,639.22,639.22,639.22,639.22,639.22,639.22,,,
B0DYRB8LVF,"Hisense 85-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (85QD6QF, 2025 Model) - QLED, Dolby Vision, Dolby Atmos, Motion Rate 120, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,,1120.69,,,259.0,143.0,444.0,,,,672.41,1063.68,1295.0,672.41,672.41,672.41
B0DYRLTZXL,"Hisense 100-Inch Class QD6 Series QLED 4K UHD Smart Fire TV (100QD6QF, 2025 Model) - QLED, Native 144Hz, Dolby Vision IQ, Dolby Atmos, Motion Rate 240, HDR 10+, Game Mode Plus, Alexa Built in",Hisense,1199.99,1199.99,,1199.99,138.0,217.0,364.0,1199.99,1378.0471428571432,1599.99,1199.99,1968.812,2485.99,1199.99,1494.4239999999998,2480.0
B0DXN7BRLL,"Samsung 55-Inch Class Neo QLED 4K QN80F Series, Vision AI, Mini LED Smart TV (2025 Model, 55QN80F) Neo Quantum HDR, Object Tracking Sound Lite w/Dolby Atmos, NQ4 AI Gen2 Processor, Alexa Built-in",Samsung,847.99,827.99,,847.99,320.0,1314.0,2254.0,697.99,803.1899999999999,897.99,697.99,796.321612903226,897.99,697.99,815.7677777777778,897.99
B0DXMVX717,"Samsung 65-Inch Class Neo QLED 4K QN80F Series, Vision AI, Mini LED Smart TV (2025 Model, 65QN80F) Neo Quantum HDR, Object Tracking Sound Lite w/Dolby Atmos, NQ4 AI Gen2 Processor, Alexa Built-in",Samsung,897.99,897.99,,897.99,135.0,1936.0,2664.0,897.99,981.6566666666666,1197.99,867.99,922.4727586206895,1147.99,897.99,898.1076470588235,899.99
B0F8DJ7FBV,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DR1KMY,,,,,,,1.0,1.0,,,,,,,,,,
B0DYVXN9HT,"Hisense 55"" Class QD7 Series Mini-LED 4K UHD Smart Fire TV (55QD7QF, 2025 Model) - QLED, HDR10+, Dolby Vision, Dolby Atmos, Game Mode Plus, ALLM, Alexa Built in with Voice Remote, Streaming TV, Black",Hisense,329.99,329.99,,329.99,51.0,193.0,241.0,297.99,313.9884615384615,329.99,297.99,313.9884615384615,329.99,297.99,315.27571428571434,329.99
B0DXR9MP63,,,,,,,,,,,,,,,,,,
B0DXMJNLHT,"Samsung 75-Inch Class The Frame Pro LS03FW 4K Neo QLED Mini LED Smart TV (2025 Model) Slim Fit Wall Mount, Modern Frame Design, Wireless One Connect, NQ4 AI Gen3 Processor, Art Mode, Alexa Built-in",Samsung,1997.99,1797.99,,1997.99,62.0,222.0,399.0,1499.99,2043.5899999999995,2497.99,1467.99,1874.1190322580642,1997.99,1499.99,2058.9900000000002,2497.99
B0DX4HHBRC,,,,,,,,,,,,,,,,,,
B0DX3JC9ND,,,,,,,1.0,1.0,,,,,,,,,,
B0DYVMS2VK,"Samsung 58-Inch Class Crystal UHD U8000F 4K Smart TV (2025 Model) Endless Free Content, Crystal Processor 4K, MetalStream Design, Knox Security, Alexa Built-in",Samsung,377.99,377.99,,377.99,59.0,69.0,151.0,329.99,374.4445454545454,379.99,329.99,372.74,379.99,329.99,351.2757142857143,379.99
B0DXMWL3RW,"Samsung 65-Inch Class Crystal UHD U8000F 4K Smart TV (2025 Model) Endless Free Content, Crystal Processor 4K, MetalStream Design, Knox Security, Alexa Built-in",Samsung,397.99,397.95,,397.99,689.0,863.0,1219.0,349.99,401.66219512195124,429.99,349.99,405.64515151515155,637.95,349.99,381.9741509433962,429.99
B0DX44XK9H,,,,,,,,,,,,,,,,,,
B0DX4717LG,,,,,,,1.0,1.0,,,,,,,,,,
B0DX3RMWQ4,,,,,,,1.0,1.0,,,,,,,,,,
B0DW378JR5,"Panasonic W70 Series (2025 Model) 43"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 43W70BP",Panasonic,247.99,247.99,,247.99,100.0,92.0,198.0,247.99,279.9455,286.75,247.99,278.73285714285714,284.77,267.99,280.89,284.71
B0DW3XW927,"Panasonic W70 Series (2025 Model) 50"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 50W70BP",Panasonic,297.99,292.09,,292.09,65.0,146.0,253.0,297.99,312.06882352941176,347.49,288.79,293.30039215686276,297.99,290.85,299.01547619047625,318.85
B0DW3YPBL1,"Panasonic W70 Series (2025 Model) 55"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 55W70BP",Panasonic,327.99,314.99,,314.99,106.0,79.0,172.0,327.99,342.9246153846153,352.95,267.99,303.91857142857134,327.99,287.99,305.10764705882355,319.99
B0DW4232K1,"Panasonic W70 Series (2025 Model) 65"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 65W70BP",Panasonic,,427.99,,427.99,253.0,110.0,402.0,397.99,486.58666666666676,549.99,347.99,407.32333333333327,447.99,397.99,421.79952380952375,497.99
B0DW3RQY9Z,"Panasonic W70 Series (2025 Model) 70"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 70W70BP",Panasonic,,499.99,,499.99,107.0,92.0,397.0,499.99,549.19,629.99,449.99,493.35842105263157,549.99,449.99,511.7848648648651,549.99
B0DW3V53B7,"Panasonic W70 Series (2025 Model) 75"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 75W70BP",Panasonic,597.99,547.99,,547.99,152.0,91.0,801.0,597.99,686.8985714285715,755.44,497.99,543.99,577.99,497.99,591.8283333333334,599.0
B0DW3XDNR9,"Panasonic W70 Series (2025 Model) 85"" LED 4K Ultra HD Smart Fire TV, Press & Ask Alexa, Apple AirPlay, HDR10+, HDMI 2.1, and Bluetooth Support - 85W70BP",Panasonic,,729.59,,729.59,79.0,59.0,370.0,797.99,998.8439999999998,1099.99,729.59,781.59,847.99,729.59,766.94,797.99
B0F2JLZPL3,,,,,,,1.0,1.0,,,,,,,,,,
B0F2JKWWFH,,,,,,,,,,,,,,,,,,
B0F2JMFHRM,,,,,,,1.0,1.0,,,,,,,,,,
B0DYKBNW89,Sony BRAVIA 2 II 43 Inch 4K Ultra HD LED Smart TV with Google TV and Exclusive Features for PlayStation®5 (K-43S20M2),Sony,399.99,399.99,,399.99,149.0,184.0,240.0,398.0,398.995,399.99,398.0,398.99499999999995,399.99,398.0,398.0,398.0
B0F8M9QPJP,"Panasonic Z95 Series (2025 Model) 55-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 55Z95BP",Panasonic,2416.99,2416.99,,2416.99,142.0,93.0,450.0,1797.99,2131.668958333333,2416.99,1797.99,2167.2077142857142,2416.99,1797.99,2027.7251612903221,2387.33
B0F8MW11YS,"Panasonic Z95 Series (2025 Model) 65-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 65Z95BP",Panasonic,3048.12,3048.12,,3048.12,114.0,101.0,393.0,2497.99,2709.8595833333334,3048.12,2497.99,2708.669459459459,3048.12,2568.2,2741.84,3045.05
B0F8N24XYR,"Panasonic Z95 Series (2025 Model) 77-inch OLED 4K Ultra HD Smart Fire TV, HDR10+ Adaptive, Dolby Vision IQ, 360 Soundscape Pro, 144Hz Refresh Rate and Hands-Free Alexa - 77Z95BP",Panasonic,,,,,98.0,53.0,132.0,,,,,,,,,
B0DYQRNPJ8,"LG 65-Inch Class QNED evo AI QNED92A Series Mini LED 4K Smart TV w/Dolby Atmos, Dolby Vision, HDR10, AI Super Upscaling 4K, Filmmaker Mode, Wow Orchestra, Alexa Built-in (65QNED92AUA, 2025)",LG,899.0,808.0,,808.0,84.0,483.0,1437.0,899.0,983.299,1096.99,699.95,798.1429999999998,996.99,746.95,819.6822926829268,899.99
B0F8DNL96X,,,,,,,,,,,,,,,,,,
B0F6B1K6K3,,,,,,,,,,,,,,,,,,
B0F69LDR17,,,,,,,1.0,1.0,,,,,,,,,,
B0F69Q9RJ3,,,,,,,,,,,,,,,,,,
B0F6B3GF3L,,,,,,,1.0,1.0,,,,,,,,,,
B0F69YCRR8,,,,,,,1.0,1.0,,,,,,,,,,
B0F69R7899,,,,,,,1.0,1.0,,,,,,,,,,
B0DYVPQZRH,"Samsung 55-Inch Class QLED Q8F 4K UHD Smart TV (2025 Model) Q4 AI Processor, 100% Color Volume with Quantum Dot, AirSlim Design, Endless Free Content, Samsung Vision AI, Alexa Built-in",Samsung,547.99,527.99,,547.99,1413.0,2081.0,3601.0,547.99,595.0880392156863,597.99,517.99,577.9899999999998,597.99,547.99,580.2881366459626,597.99
B0F8DT9N6X,,,,,,,1.0,1.0,,,,,,,,,,
B0F8DD4XW4,,,,,,,,,,,,,,,,,,
B0DYR35J2G,"LG 86-Inch Class QNED evo AI QNED85A Series Mini LED 4K Smart TV w/AI Picture, Sound, Super Upscaling 4K, HDR10, Filmmaker Mode, Wow Orchestra, Alexa Built-in (86QNED85AUA, 2025)",LG,1599.0,1599.0,,1599.0,146.0,137.0,292.0,1396.99,1532.2815789473682,1796.99,1396.99,1536.351343283582,1796.99,1396.99,1540.7367391304347,1796.99
B0DYQZTVGT,"LG 100-Inch Class QNED evo AI QNED85A Series Mini LED 4K Smart TV w/AI Picture, AI Sound, HDR10, AI Super Upscaling 4K, Filmmaker Mode, Wow Orchestra, Alexa Built-in (100QNED85AU, 2025)",LG,3499.0,3449.99,,3449.99,266.0,241.0,469.0,2996.99,3369.5628571428565,3499.99,2945.99,3345.4869736842093,3499.0,2946.99,3311.859487179488,3499.99
B0DXQYGPFT,,,,,,,1.0,1.0,,,,,,,,,,
B0DWH3R4MG,"Roku Smart TV – 65-Inch Pro Series, Mini-LED TV – RokuTV with Backlit Voice Remote Pro – Flat Screen 4K QLED Television with 120Hz Refresh Rate & Dolby Vision IQ, Live News, Sports, Entertainment",Roku,849.99,849.99,,849.99,65.0,65.0,147.0,799.99,973.2533333333334,1199.99,799.99,973.2533333333334,1199.99,798.0,924.266363636364,1199.99
B0DWHGPJFG,"Roku Smart TV – 75-Inch Pro Series, Mini-LED TV – RokuTV with Backlit Voice Remote Pro – Flat Screen 4K QLED Television with 120Hz Refresh Rate & Dolby Vision IQ, Live News, Sports, Entertainment",Roku,1149.99,1149.99,,1149.99,103.0,82.0,222.0,999.99,1274.1935,1699.99,999.99,1253.4929166666668,1699.99,999.99,1232.9968749999998,1698.0
B0GFDR8DRG,"TCL 98 Inch Class X11L | SQD-Mini LED | 98X11L, 2026 Model | 144HZ Ultimate Brightness & Contrast Dolby Vision | Up to LD20K Precise Dimming | Gemini AI Smart Google TV | Dolby Atmos Bang & Olufsen",TCL,9997.99,9997.99,,9997.99,65.0,60.0,108.0,8720.0,9859.58152542373,9999.99,8720.0,9865.45796296296,9999.99,8720.0,9870.0071875,9999.99
